0,5,8,10,9.42,9,0
1,3,4,8,13.67,8,0
18,19,34,41,61.6,33,0
2,3,4,6,45.89,6,0
36,13,18,38,118.33,33,1
43,39,56,98,97.32,78,0
10,3,4,10,49.53,10,0
34,23,34,60,73.28,49,0
17,15,8,32,46.52,23,0
55,40,44,91,95.98,68,1
32,57,86,89,92.23,62,1
9,11,20,24,43.84,20,0
17,24,28,47,65.3,35,0
225,236,384,581,246.47,447,1
19,9,16,22,148.42,19,0
27,17,28,47,140.08,40,1
39,40,40,81,80.95,58,1
31,24,20,56,70.21,41,1
56,36,40,93,87.72,71,1
5,9,16,19,43.84,16,1
7,9,16,19,44.67,16,1
4,3,4,6,33.42,6,0
5,3,4,7,41.58,7,0
10,12,16,25,60.7,20,0
7,3,4,10,31.45,10,0
6,9,14,16,19.62,13,0
39,51,100,122,218.7,98,1
37,49,76,103,97.66,80,1
20,12,14,22,23.63,17,1
8,11,18,22,53.64,18,0
5,11,12,24,17.47,19,0
14,9,4,23,35.76,18,0
6,11,20,26,65.33,22,0
1,3,4,7,27.56,7,0
4,27,46,46,15.66,34,0
3,37,60,68,33.88,51,0
1,13,22,24,44.6,19,0
4,21,34,39,26.43,30,0
1,17,26,29,19.04,22,0
4,15,26,32,15.74,26,0
4,15,26,32,15.74,26,0
1,7,12,16,8.55,14,0
2,3,4,8,25.27,8,0
1,3,4,6,19.12,6,0
1,3,4,8,22.15,8,0
1,3,4,7,38.09,7,0
1,13,24,28,20,23,0
7,5,8,11,27.46,10,0
1,3,4,6,8.22,6,0
2,3,4,7,11.6,7,0
1,3,4,7,26.51,7,0
9,5,8,10,32.4,9,0
19,11,18,26,60.39,22,0
15,5,8,14,45.57,13,0
13,7,12,14,32.68,12,0
24,22,4,45,52.55,27,0
3,3,4,7,22.01,7,0
15,11,18,25,72.17,21,0
14,3,4,14,75.92,14,0
25,27,48,57,83.64,45,0
9,12,8,20,34.52,14,0
18,15,28,35,64.45,29,0
13,17,32,33,48.43,26,0
19,17,32,40,69.56,33,0
7,3,4,6,22.92,6,0
7,3,4,6,22.92,6,0
15,17,24,24,47.16,17,0
9,9,12,16,27.19,13,0
8,3,4,7,30.96,7,0
7,5,8,9,33.52,8,0
10,5,8,10,29.64,9,0
10,5,8,10,27.85,9,0
10,5,8,10,29.64,9,0
12,9,14,15,38.68,12,0
13,9,14,15,36.9,12,0
9,11,14,15,29.33,11,0
10,3,4,15,60.96,15,0
10,7,12,17,37.83,15,0
23,13,22,37,55.33,32,0
26,21,40,57,87.87,48,0
17,17,32,40,48.28,33,0
12,7,12,12,46.5,10,1
8,5,8,12,29.67,11,0
6,9,14,25,21.9,22,0
24,29,52,63,88.12,50,0
31,37,66,79,106.19,62,0
1,5,8,10,11.62,9,0
3,5,4,11,29.62,10,0
7,31,56,69,34.15,55,0
2,5,8,9,12.1,8,0
1,19,34,40,31.42,32,0
1,5,8,10,13.96,9,0
1,15,28,32,28.38,26,0
2,13,20,31,14.99,26,0
12,55,68,123,59.99,91,0
4,37,54,74,25.8,56,0
5,19,36,39,27.22,31,0
5,67,130,153,179.17,121,0
9,59,82,137,69.41,105,0
3,19,34,66,49.15,58,0
6,45,86,112,61.49,91,0
10,49,96,139,129.08,116,0
5,33,58,69,88.87,54,1
3,5,8,10,9.15,9,0
14,11,20,28,35.84,24,0
80,23,36,44,64.48,34,1
14,13,24,29,20.59,24,0
19,13,24,29,21.89,24,0
29,41,64,68,129.41,49,0
19,13,24,29,23.19,24,0
5,7,10,11,6.98,9,0
23,11,8,24,41.03,18,0
30,25,40,43,44.45,32,0
31,39,62,67,54.85,49,0
41,31,54,65,67.09,51,0
122,41,70,76,69.75,57,0
6,7,12,13,23.69,11,0
101,46,66,89,95.85,65,0
48,5,6,14,113.81,13,0
30,18,22,38,47.89,30,0
8,5,8,7,15.72,6,0
9,3,6,5,16.12,5,0
28,13,14,15,21.22,10,0
8,14,16,24,49.99,17,0
18,21,38,40,114.46,31,1
6,9,12,14,19.49,11,0
49,178,254,361,272.58,257,1
10,7,12,15,49.56,13,0
18,9,16,18,39.43,15,0
21,20,28,50,47.35,40,0
7,7,12,13,36.57,11,1
6,3,4,8,19.93,8,0
6,3,4,10,30.11,10,0
4,3,4,6,18.85,6,0
5,9,14,16,26.32,13,0
4,3,4,5,40.13,5,0
3,11,20,20,40.56,16,0
2,11,16,18,70.03,14,0
5,3,4,6,30.49,6,0
2,9,16,20,65.97,17,0
2,3,4,6,14.55,6,0
4,5,8,11,21.4,10,0
8,7,12,16,31.88,14,1
9,11,20,23,44.03,19,0
2,3,4,6,14.15,6,0
9,7,12,16,26.56,14,0
2,3,4,7,26.28,7,0
6,9,16,16,15.86,13,0
7,9,14,17,51.99,14,0
3,3,4,7,38.44,7,0
1,9,14,23,24.27,20,0
1,5,8,11,19.82,10,0
1,3,4,7,14.35,7,0
2,13,12,33,41.04,27,0
5,15,28,42,39.25,36,0
3,19,30,53,58.73,45,0
1,19,16,51,50.81,40,0
17,57,102,96,163.74,69,1
3,7,8,10,19.97,8,0
10,41,80,81,143.69,62,0
16,27,48,54,27.54,42,0
8,3,4,9,72.35,9,1
3,15,26,26,50.38,20,1
3,5,8,9,27.77,8,0
4,5,8,9,31.09,8,0
3,9,16,16,39.65,13,1
3,5,8,9,27.77,8,0
4,7,12,13,32.54,11,1
17,23,44,51,160.24,41,1
11,17,20,30,44.18,21,0
1,5,8,11,22.95,10,0
5,11,20,31,169.61,27,0
3,7,10,14,32.81,12,0
24,38,60,96,89.79,77,1
2,5,8,12,39.02,11,0
18,19,32,46,88.97,38,0
9,5,8,9,32.35,8,1
4,3,4,6,23.29,6,0
18,11,20,30,55.79,26,0
11,7,12,12,34.43,10,0
12,5,8,10,33.27,9,0
8,13,16,21,19.37,16,0
14,5,8,14,45.57,13,0
9,5,8,10,25.82,9,0
19,17,4,35,48.69,22,0
14,5,8,15,75.95,14,0
23,51,84,86,67.01,62,0
8,3,4,8,100.04,8,0
15,5,8,17,74.49,16,0
8,3,4,8,31.25,8,0
7,10,8,16,27.09,12,0
11,17,24,28,39,21,0
7,3,4,7,21.63,7,0
6,3,4,7,18.88,7,0
8,3,4,7,30.96,7,0
20,13,22,30,55.34,25,0
22,19,32,42,69.97,34,0
7,5,8,10,19.74,9,0
11,13,18,18,33.12,13,0
8,3,4,7,24.36,7,0
28,27,44,57,68.42,45,0
8,5,8,12,29.67,11,0
1,3,4,6,16.65,6,0
1,13,22,24,18.92,19,0
1,3,4,5,14.51,5,0
11,9,20,32,59.96,29,0
4,3,4,9,27.97,9,0
1,5,8,12,21.5,11,0
0,3,4,7,17.2,7,0
0,11,8,22,16.16,16,0
1,3,4,6,19.85,6,0
8,52,80,110,50.98,84,0
1,7,12,20,18.68,18,0
16,11,24,45,66.95,41,0
0,3,4,7,17.2,7,0
32,12,12,52,52.7,46,1
7,13,24,32,32.59,27,0
6,9,16,19,20.4,16,0
0,3,4,6,9.51,6,0
7,5,8,17,37.53,16,0
0,3,4,6,12.17,6,0
1,11,20,21,16.12,17,0
0,3,4,7,8.41,7,0
1,3,4,8,15.23,8,0
0,9,16,20,24.55,17,0
9,11,16,30,36.38,26,0
2,7,8,15,14.24,13,0
1,3,4,7,15.9,7,0
1,7,12,15,15.39,13,0
1,11,16,17,21.74,13,0
1,15,22,27,23.36,21,0
2,7,10,19,35.44,17,0
1,5,6,8,19.38,7,0
1,5,8,9,10.79,8,0
1,9,14,19,27.69,16,0
2,143,186,221,89.69,151,0
1,9,12,14,14.4,11,0
1,9,12,14,13.06,11,0
1,5,8,9,12.54,8,0
1,5,8,12,19.11,11,0
1,3,4,6,11.23,6,0
2,7,10,13,16.12,11,0
2,13,20,24,7.8,19,0
2,9,14,18,7.35,15,0
0,3,4,6,11.86,6,0
1,11,18,21,22.75,17,0
2,15,28,37,31.82,31,0
4,5,8,10,13.13,9,0
1,5,8,12,19.41,11,0
3,15,28,36,37.88,30,0
13,71,126,150,118.25,116,0
1,5,8,10,13.45,9,0
5,23,44,61,55.26,51,0
1,5,8,16,35.93,15,0
2,13,22,28,25.13,23,0
4,19,28,33,17.25,25,0
6,35,66,79,50.27,63,0
1,19,30,39,31.94,31,0
1,3,4,8,21.31,8,0
4,3,4,10,34.4,10,0
2,21,38,42,35.91,33,0
0,5,8,11,25.87,10,0
3,51,96,110,83.45,86,0
2,11,16,19,43.77,15,0
17,51,56,127,109.99,96,0
2,5,8,11,19.11,10,0
11,13,24,32,96.31,27,1
9,13,24,37,67.47,32,1
1,13,24,32,50.26,27,0
2,7,12,16,21.83,14,0
1,3,4,7,10.99,7,0
0,11,20,26,33.56,22,0
0,3,4,6,16.61,6,0
1,7,12,14,15.86,12,0
0,3,4,6,15.77,6,0
9,9,14,18,16.41,15,0
0,3,4,8,16.25,8,0
2,5,8,11,13.14,10,0
1,7,12,24,34.66,22,0
5,15,28,40,56.82,34,0
1,7,12,24,53.82,22,0
2,3,4,6,7.91,6,0
0,3,4,5,20.76,5,0
0,7,12,13,25.96,11,0
1,3,4,8,17.31,8,0
2,5,8,15,23.84,14,0
0,5,8,21,32.45,20,0
1,3,4,10,20.81,10,0
3,13,24,32,34.83,27,0
2,5,6,9,12.16,8,0
1,13,20,21,10.33,16,0
4,41,78,117,104.65,98,0
1,7,10,13,12.65,11,0
1,7,12,17,16.45,15,0
1,5,6,9,13.8,8,0
1,13,20,22,13.71,17,0
1,5,6,10,14.12,9,0
18,17,4,35,58.14,22,0
5,7,10,11,17.46,9,0
6,5,8,13,22.11,12,0
10,5,8,13,61.05,12,1
13,5,8,10,120.16,9,0
13,11,20,22,25.45,18,0
21,14,18,33,45.07,27,0
13,16,10,34,40.9,24,1
10,9,16,20,26.25,17,0
16,15,12,33,41.98,26,0
2,3,4,6,11.42,6,0
2,7,12,13,7.44,11,0
0,3,4,6,17.11,6,0
1,3,4,7,16.96,7,0
2,3,4,7,15.57,7,0
1,5,8,11,17.3,10,0
0,9,12,13,18.02,10,0
0,5,8,9,15.36,8,0
0,5,6,7,13.11,6,0
0,5,6,7,13.11,6,0
0,5,6,7,13.11,6,0
2,3,4,5,7.33,5,0
7,5,8,12,27.97,11,0
4,3,4,8,21.33,8,0
0,5,6,7,13.11,6,0
0,13,18,19,23.57,14,0
5,3,4,6,14.04,6,0
2,17,24,32,28.4,25,0
0,3,4,6,5.18,6,0
1,9,16,24,45.44,21,0
8,143,264,357,133.5,286,0
1,13,24,32,41.3,27,0
1,7,12,14,21.91,12,0
2,29,52,72,46.96,59,0
0,3,4,7,19.43,7,0
0,5,8,10,15.29,9,0
0,9,16,22,17.14,19,0
0,7,12,13,20.34,11,0
15,21,38,48,44.17,39,0
17,39,68,78,55.32,60,1
3,9,8,18,27.21,14,0
14,72,72,249,58.42,198,0
1,3,4,5,10.58,5,0
1,5,6,10,22.75,9,0
1,7,10,16,18.06,14,0
1,7,10,14,24.61,12,0
3,13,14,23,18.37,17,0
42,27,34,65,68.52,53,0
2,33,58,68,30.56,53,0
3,37,72,88,48.52,71,0
21,8,4,24,30.85,20,0
31,16,12,45,50.49,36,0
4,25,44,72,93.54,61,0
2,13,24,30,36.07,25,0
1,15,22,25,7.74,19,0
1,11,20,24,16.21,20,0
1,3,4,7,16.95,7,0
5,9,16,18,17.63,15,0
42,24,24,50,44.12,36,0
17,3,4,8,38.3,8,0
24,5,8,16,43.87,15,1
28,5,6,10,31.98,9,1
18,25,36,51,56.74,39,0
0,9,12,14,30.08,11,0
0,9,12,14,28.03,11,0
1,3,4,6,10.75,6,0
1,3,4,6,8.26,6,0
4,13,24,37,33.06,32,0
13,26,44,59,30.87,47,0
1,9,16,18,16.12,15,0
1,20,28,51,45.6,41,0
3,13,24,27,36.01,22,0
9,3,4,12,27.79,12,1
1,15,20,40,34,33,0
12,27,40,63,46.29,50,0
18,27,40,67,45.8,53,0
1,7,12,16,11.9,14,0
0,3,4,6,11.82,6,0
1,3,4,13,49.57,13,0
0,5,8,10,15.88,9,0
2,20,28,42,21.89,33,0
6,17,32,36,32.25,29,0
7,5,8,13,36.95,12,0
7,5,8,13,36.95,12,0
27,19,26,34,26.19,25,0
7,3,4,9,26.32,9,0
7,3,4,9,26.32,9,0
48,5,8,21,93.12,20,0
48,5,8,21,85.96,20,0
12,5,8,22,87.22,21,0
12,5,8,22,87.22,21,0
11,5,8,22,87.22,21,0
11,5,8,22,87.22,21,0
14,9,16,23,43.17,20,0
14,9,16,23,43.17,20,0
2,5,8,9,13.12,8,0
2,5,8,9,13.12,8,0
8,13,20,26,43.76,21,0
8,13,20,26,43.76,21,0
48,15,28,51,111.14,45,0
48,15,28,51,111.14,45,0
4,5,8,11,15.57,10,0
4,5,8,11,15.57,10,0
9,11,16,22,39.03,18,0
9,11,16,22,39.03,18,0
9,11,16,22,41.15,18,0
9,11,16,22,41.15,18,0
20,11,18,38,49.49,34,0
20,11,18,38,49.49,34,0
5,13,16,19,29.28,14,0
5,13,16,19,29.28,14,0
8,5,6,11,32.47,10,0
8,5,6,11,32.47,10,0
8,11,18,24,49.03,20,0
8,11,18,24,49.03,20,0
8,11,18,24,49.03,20,0
8,11,18,24,49.03,20,0
4,3,4,9,19.04,9,0
4,3,4,9,19.04,9,0
24,21,34,42,44.23,33,0
24,21,34,42,44.23,33,0
12,5,6,13,39.97,12,0
12,5,6,13,39.97,12,0
7,5,8,12,20.48,11,0
7,5,8,12,20.48,11,0
5,5,6,10,26.52,9,0
5,5,6,10,26.52,9,0
5,5,6,10,26.52,9,0
5,5,6,10,26.52,9,0
32,39,64,74,53.86,56,0
32,39,64,74,53.86,56,0
32,39,64,74,52.36,56,0
32,39,64,74,52.36,56,0
2,3,4,5,28.57,5,0
2,3,4,5,28.57,5,0
16,19,24,45,43.51,35,0
57,23,32,51,34.47,39,0
27,11,20,35,164.89,31,0
5,5,8,11,20.73,10,0
60,10,12,20,49.14,16,0
2,3,4,7,18.01,7,0
4,5,8,9,16.48,8,0
17,15,26,34,33.95,28,0
